id	GENCODE	chromHMM	CAGE
TRANS_XXd2_chr1_plus_NR98	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR99	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR100	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR101	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR102	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR103	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR104	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR105	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR106	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR107	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR108	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR109	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR110	FALSE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR111	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR112	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR113	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR114	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR115	TRUE	FALSE	FALSE
TRANS_XXd2_chr1_plus_NR116	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR117	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR118	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR119	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR120	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR121	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR122	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR123	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR124	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR125	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR126	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR127	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR128	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR129	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR130	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR131	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR132	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR133	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR134	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR135	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR136	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR137	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR138	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR139	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR140	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR141	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR142	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR143	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR144	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR145	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR146	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR147	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR148	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR149	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR150	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR151	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR152	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR153	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR154	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR155	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR156	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR157	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR158	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR159	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR160	TRUE	FALSE	FALSE
TRANS_XXd2_chr1_plus_NR161	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR162	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR163	TRUE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR164	TRUE	FALSE	FALSE
TRANS_XXd2_chr1_plus_NR165	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR166	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR167	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR168	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR169	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR170	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR171	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR172	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR173	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR174	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR175	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR176	FALSE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR177	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR178	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR179	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR180	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR181	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR182	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR183	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR184	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR185	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR186	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR187	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR188	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR189	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR190	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR191	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR192	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR193	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR194	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR195	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR196	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR197	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR198	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR199	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR200	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR201	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR202	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR203	FALSE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR204	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR205	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR206	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR207	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR208	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR209	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR210	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR211	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR212	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR213	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR214	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR215	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR216	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR217	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR218	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR219	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR220	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR221	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR222	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR223	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR224	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR225	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR226	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR227	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR228	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR229	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR230	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR231	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR232	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR233	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR234	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR235	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR236	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR237	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR238	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR239	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR240	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR241	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR242	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR243	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR244	FALSE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR245	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR246	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR247	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR248	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR249	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR250	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR251	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR252	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR253	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR254	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR255	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR256	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR257	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR258	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR259	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR260	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR261	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR262	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR263	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR264	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR265	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR266	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR267	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR268	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR269	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR270	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR271	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR272	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR273	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR274	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR275	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR276	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR277	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR278	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR279	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR280	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR281	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR282	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR283	FALSE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR284	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR285	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR286	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR287	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR288	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR289	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR290	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR291	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR292	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR293	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR294	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR295	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR296	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR297	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR298	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR299	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR300	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR301	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR302	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR303	FALSE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR304	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR305	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR306	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR307	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR308	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR309	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR310	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR311	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR312	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR313	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR314	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR315	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR316	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR317	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR318	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR319	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR320	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR321	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR322	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR323	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR324	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR325	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR326	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR327	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR328	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR329	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR330	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR331	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR332	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR333	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR334	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR335	FALSE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR336	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR337	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR338	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR339	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR340	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR341	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR342	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR343	FALSE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR344	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR345	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR346	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR347	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR348	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR349	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR350	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR351	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR352	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR353	FALSE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR354	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR355	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR356	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR357	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR358	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR359	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR360	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR361	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR362	FALSE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR363	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR364	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR365	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR366	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR367	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR368	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR369	FALSE	enhancer	FALSE
TRANS_XXd2_chr1_plus_NR370	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR371	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR372	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR373	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR374	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR375	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR376	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR377	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR378	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR379	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR380	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR381	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR382	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR383	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR384	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR385	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR386	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR387	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR388	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR389	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR390	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR391	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR392	TRUE	FALSE	TRUE
TRANS_XXd2_chr1_plus_NR393	TRUE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR394	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR395	FALSE	promoter	FALSE
TRANS_XXd2_chr1_plus_NR396	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR397	TRUE	promoter	TRUE
TRANS_XXd2_chr1_plus_NR398	TRUE	promoter	FALSE
