id	GENCODE	chromHMM	CAGE
TRANS_XXd4_chr1_plus_NR125	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR126	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR127	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR128	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR129	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR130	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR131	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR132	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR133	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR134	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR135	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR136	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR137	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR138	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR139	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR140	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR141	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR142	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR143	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR144	TRUE	FALSE	FALSE
TRANS_XXd4_chr1_plus_NR145	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR146	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR147	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR148	TRUE	FALSE	FALSE
TRANS_XXd4_chr1_plus_NR149	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR150	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR151	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR152	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR153	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR154	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR155	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR156	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR157	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR158	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR159	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR160	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR161	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR162	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR163	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR164	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR165	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR166	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR167	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR168	FALSE	enhancer	FALSE
TRANS_XXd4_chr1_plus_NR169	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR170	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR171	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR172	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR173	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR174	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR175	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR176	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR177	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR178	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR179	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR180	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR181	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR182	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR183	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR184	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR185	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR186	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR187	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR188	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR189	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR190	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR191	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR192	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR193	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR194	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR195	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR196	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR197	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR198	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR199	TRUE	FALSE	FALSE
TRANS_XXd4_chr1_plus_NR200	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR201	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR202	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR203	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR204	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR205	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR206	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR207	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR208	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR209	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR210	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR211	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR212	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR213	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR214	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR215	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR216	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR217	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR218	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR219	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR220	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR221	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR222	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR223	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR224	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR225	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR226	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR227	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR228	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR229	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR230	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR231	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR232	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR233	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR234	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR235	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR236	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR237	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR238	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR239	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR240	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR241	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR242	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR243	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR244	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR245	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR246	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR247	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR248	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR249	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR250	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR251	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR252	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR253	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR254	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR255	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR256	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR257	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR258	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR259	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR260	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR261	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR262	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR263	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR264	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR265	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR266	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR267	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR268	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR269	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR270	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR271	FALSE	enhancer	FALSE
TRANS_XXd4_chr1_plus_NR272	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR273	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR274	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR275	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR276	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR277	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR278	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR279	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR280	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR281	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR282	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR283	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR284	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR285	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR286	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR287	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR288	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR289	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR290	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR291	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR292	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR293	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR294	FALSE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR295	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR296	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR297	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR298	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR299	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR300	FALSE	enhancer	FALSE
TRANS_XXd4_chr1_plus_NR301	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR302	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR303	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR304	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR305	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR306	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR307	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR308	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR309	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR310	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR311	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR312	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR313	FALSE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR314	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR315	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR316	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR317	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR318	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR319	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR320	FALSE	enhancer	FALSE
TRANS_XXd4_chr1_plus_NR321	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR322	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR323	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR324	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR325	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR326	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR327	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR328	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR329	FALSE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR330	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR331	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR332	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR333	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR334	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR335	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR336	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR337	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR338	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR339	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR340	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR341	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR342	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR343	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR344	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR345	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR346	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR347	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR348	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR349	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR350	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR351	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR352	FALSE	enhancer	FALSE
TRANS_XXd4_chr1_plus_NR353	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR354	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR355	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR356	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR357	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR358	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR359	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR360	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR361	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR362	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR363	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR364	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR365	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR366	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR367	TRUE	enhancer	TRUE
TRANS_XXd4_chr1_plus_NR368	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR369	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR370	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR371	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR372	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR373	TRUE	FALSE	TRUE
TRANS_XXd4_chr1_plus_NR374	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR375	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR376	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR377	TRUE	FALSE	FALSE
TRANS_XXd4_chr1_plus_NR378	FALSE	enhancer	FALSE
TRANS_XXd4_chr1_plus_NR379	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR380	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR381	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR382	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR383	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR384	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR385	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR386	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR387	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR388	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR389	TRUE	enhancer	FALSE
TRANS_XXd4_chr1_plus_NR390	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR391	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR392	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR393	TRUE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR394	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR395	FALSE	promoter	FALSE
TRANS_XXd4_chr1_plus_NR396	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR397	TRUE	promoter	TRUE
TRANS_XXd4_chr1_plus_NR398	TRUE	promoter	FALSE
